"id","topicid","question","optionA","optionB","optionC","optionD","answer","image","explanation","difficulty","walkthrough_tag"
"202-4","2","Given $R_1=150k\Omega$, $R_2=150k\Omega$, $R_f=180k\Omega$, $v_{i1}=0V$, and $v_{i2}=-50mV$, calculate the final output voltage $v_o$.","$50 mV$","$-50 mV$","$-60 mV$","$60 mV$","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq2.png","From the equation $\frac{-v_{i1}}{R_1} - \frac{v_{i2}}{R_2} = \frac{v_o}{R_f}$, we get $v_o = -R_f (\frac{v_{i1}}{R_1} + \frac{v_{i2}}{R_2})$. Since $R_1 = R_2 = 150k\Omega$, $v_o = -\frac{180k}{150k} (v_{i1} + v_{i2}) = -1.2 * (0 + (-50mV)) = -1.2 * (-50mV) = 60mV$.","2","inverting"
"203-1","2","Identify the voltage at the non-inverting terminal ($V_+$) in terms of $V_{IN}$.","$V_+ = V_{IN} - I_{in}R_3$","$V_+ = V_{IN} \cdot \frac{R_3}{R_3}$","$V_+ = V_{IN}$","$V_+ = 0$","optionC","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq3.png","Assuming an ideal op amp, the input current into the non-inverting terminal is zero. Therefore, there is no voltage drop across $R_3$, and $V_+ = V_{IN}$.","1","inverting"
"203-2","2","What ideal op amp assumption allows us to set the inverting terminal voltage ($V_-$) equal to the non-inverting terminal voltage ($V_+$)?","The voltage difference between the input terminals is zero ($V_+ - V_- = 0$).","The input currents are infinite.","The open-loop gain is finite.","The output resistance is infinite.","optionA","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq3.png","For an ideal op amp with negative feedback, the high open-loop gain forces the input differential voltage to be zero, meaning $V_- = V_+$.","1","inverting"
"203-3","2","Express the voltage at the inverting terminal ($V_-$) as a function of $V_O$, $R_1$, and $R_2$ using the voltage divider rule.","$V_- = V_O \cdot \frac{R_2}{R_1}$","$V_- = V_O \cdot \frac{R_1}{R_1 + R_2}$","$V_- = V_O \cdot \frac{R_1}{R_2}$","$V_- = V_O \cdot \frac{R_2}{R_1 + R_2}$","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq3.png","The voltage $V_-$ is taken across resistor $R_2$ from the output voltage $V_O$ through a potential divider composed of $R_1$ and $R_2$. The voltage divider rule states $V_- = V_O \cdot \frac{R_2}{R_1+R_2}$.","1","inverting"
"203-4","2","Using the results from previous steps, solve for the gain $A_v = V_O / V_{IN}$.","$A_v = \frac{R_1}{R_2}$","$A_v = 1 + \frac{R_2}{R_1}$","$A_v = \frac{R_2}{R_1}$","$A_v = 1 + \frac{R_1}{R_2}$","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq3.png","Since $V_- = V_+$ and $V_+ = V_{IN}$, we have $V_{IN} = V_O \cdot \frac{R_2}{R_1 + R_2}$. Rearranging, $\frac{V_O}{V_{IN}} = \frac{R_1 + R_2}{R_2} = 1 + \frac{R_1}{R_2}$.","1","inverting"
"204-1","2","Which of the following describes the key ideal op-amp characteristics used to solve this circuit?","Input currents are infinite and input voltages are zero","Input currents are zero ($I_- = I_+ = 0$) and the input voltages are equal ($V_- = V_+$)","Output impedance is infinite","Voltage gain is finite","optionB","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq4.png","For an ideal op-amp, we assume infinite input impedance (meaning no current flows into the input terminals, $I_- = I_+ = 0$) and that the op-amp will force the voltage at both inputs to be equal ($V_- = V_+$) when there is negative feedback.","1","inverting"
"204-2","2","Based on the provided circuit diagram, is this an inverting or non-inverting amplifier?","Non-inverting amplifier","Differential amplifier","Voltage follower","Inverting amplifier","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq4.png","In this circuit, the input $V_{IN}$ is connected to the inverting terminal (marked with a $-$) through resistor $R_1$, while the non-inverting terminal (marked with a $+$) is connected to ground ($0V$). This configuration characterizes an inverting amplifier.","1","inverting"
"204-3","2","What is the standard formula for the gain of an inverting amplifier as shown in the circuit?","$-R_1/R_2$","$-(R_2/R_1)$","$1 + (R_2/R_1)$","$R_2/R_1$","optionB","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq4.png","Applying KCL at the inverting node: $\frac{V_{IN} - V_-}{R_1} + \frac{V_O - V_-}{R_2} = 0$. Since $V_- = V_+ = 0$ (virtual ground), the equation simplifies to $\frac{V_{IN}}{R_1} + \frac{V_O}{R_2} = 0$. Solving for the gain gives $\frac{V_O}{V_{IN}} = -\frac{R_2}{R_1}$.","1","inverting"
"204-4","2","Using the circuit analysis from the previous steps, what is the final expression for the gain $V_O/V_{IN}$?","$-R_1/R_2$","$1 + R_2/R_1$","$R_2/R_1$","$-R_2/R_1$","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq4.png","As derived in the previous step using the virtual ground concept at the inverting input ($V_- = 0V$), the ratio of output voltage to input voltage for this specific op-amp configuration is $V_O/V_{IN} = -R_2/R_1$.","1","inverting"
"205-1","2","What can we do with resistor $R_2$ and what concept are we applying?","Recognize that because the op-amp is in a closed-loop configuration, $V_+ = V_-$, meaning the voltage across $R_2$ is $0V$, so it carries no current and can be treated as an open circuit.","Treat it as part of a voltage divider with $R_1$ to find $V_+$.","Combine it in parallel with $R_1$; Voltage Divider Rule.","Short it to ground because the op-amp input is high impedance.","optionA","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq5.png","In an ideal op-amp circuit with negative feedback, the virtual short concept implies $V_+ = V_-$. Since $R_2$ is connected directly between the non-inverting and inverting terminals, the voltage drop across it is $V_+ - V_- = 0$. Consequently, no current flows through $R_2$.","2","inverting"
"205-2","2","Therefore, what is the value of $V_+$ and why?","$V_+ = 0V$ because it is grounded.","$V_+ = V_{IN}$, because $R_1$ has no current.","$V_+ = V_{IN} \cdot \frac{R_2}{R_1+R_2}$, by voltage division.","$V_+ = V_{IN} \cdot \frac{R_2+R_1}{R_2}$","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq5.png","Since an ideal op-amp has infinite input impedance, the current flowing into the non-inverting terminal is $0$. Therefore, there is no voltage drop across $R_1$, making $V_+ = V_{IN}$.","2","inverting"
"205-3","2","Based on the virtual short concept, what is $V_-$?","$V_- = V_{IN} \cdot \frac{R_3}{R_3+R_4}$.","$V_- = V_+ = V_{IN}$.","$V_- = 0V$.","$V_- = V_O \cdot \frac{R_4}{R_4+R_5}$.","optionB","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq5.png","The virtual short principle for an ideal op-amp operating in a linear region (with negative feedback) dictates that the voltage at the inverting terminal $V_-$ must equal the voltage at the non-inverting terminal $V_+$. Since $V_+ = V_{IN}$, then $V_- = V_{IN}$.","2","inverting"
"205-4","2","Let $V_x$ be the node between $R_5$ and $R_4$. Using voltage division on the output branch, what is $V_x$ in terms of $V_O$?","$V_x = V_O \cdot \frac{R_5}{R_4+R_5}$.","$V_x = V_O$.","$V_x = 0V$.","$V_x = V_O \cdot \frac{R_4}{R_4+R_5}$.","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq5.png","The resistors $R_5$ and $R_4$ form a simple voltage divider connected between the output node $V_O$ and ground. Therefore, the voltage at the node $V_x$ between them is calculated as $V_O$ multiplied by the ratio of the bottom resistor ($R_4$) to the sum of the resistors ($R_4+R_5$).","2","inverting"
"205-5","2","Solve for the gain $\frac{V_O}{V_{IN}}$ using KCL at the $V_-$ node.","$\frac{V_O}{V_{IN}} = 1 + \frac{R_3}{R_4} + \frac{R_3}{R_5}$","$\frac{V_O}{V_{IN}} = \frac{R_4 + R_5}{R_4}$","$\frac{V_O}{V_{IN}} = \frac{R_5}{R_4}$","$\frac{V_O}{V_{IN}} = 1 + \frac{R_5}{R_4}$","optionB","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq5.png","At node $V_-$, $I_{R3} = 0$ (into op-amp) is not true, actually we apply KCL: $\frac{V_- - V_x}{R_3} = 0$. Since no current enters the op-amp, the current through $R_3$ must be zero, meaning $V_- = V_x$. Thus $V_{IN} = V_O \cdot \frac{R_4}{R_4+R_5}$. Rearranging gives $\frac{V_O}{V_{IN}} = \frac{R_4 + R_5}{R_4} = 1 + \frac{R_5}{R_4}$.","2","inverting"
"206-1","2","In DC steady state, what do capacitors become?","Constant voltage sources","Constant current sources","Short circuits","Open circuits","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq6.png","In DC steady state, the impedance of a capacitor $Z_C = 1 / (j\omega C)$. Since the frequency $\omega = 0$ at DC, the impedance $Z_C \to \infty$, which behaves as an open circuit.","3","inverting"
"206-2","2","What is the expression for $V_+$ (the voltage at the non-inverting terminal) in DC steady state?","$V_+ = V_{IN}$","$V_+ = V_O$","$V_+ = V_{IN} \cdot \frac{R_1}{R_1+R_2}$","$V_+ = 0$","optionA","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq6.png","At DC steady state, capacitors $C_1$ and $C_2$ are open circuits. Since no current flows through $R_1$ (because the op-amp input impedance is infinite and $C_1$ is an open circuit), the voltage drop across $R_1$ is 0. Thus, $V_+ = V_{terminal\ between\ R_1\ and\ R_2}$. Looking at the path from $V_{IN}$, since $C_2$ is also open, the node between $R_1$ and $R_2$ is at potential $V_{IN}$ because no current flows through $R_2$ either.","3","inverting"
"206-3","2","Hence, what is $V_-$ (the voltage at the inverting terminal) in DC steady state?","$V_- = V_+$","$V_- = V_O$","$V_- = 0$","$V_- = V_{IN}$","optionA","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq6.png","For an ideal op-amp operating in a linear region (with negative feedback), the virtual short principle dictates that the voltage at the inverting terminal must equal the voltage at the non-inverting terminal, hence $V_- = V_+ = V_{IN}$.","3","inverting"
"206-4","2","Is this an inverting or non-inverting amplifier configuration?","Unity Gain Buffer","Differential Amplifier","Inverting Amplifier","Non-inverting Amplifier","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq6.png","The input signal $V_{IN}$ is effectively applied to the non-inverting input terminal of the op-amp. The voltage divider formed by $R_F$ and $R_3$ provides negative feedback to the inverting terminal, which is characteristic of a non-inverting amplifier topology.","3","inverting"
"206-5","2","Therefore, what is the overall $V_O / V_{IN}$ gain at DC steady state?","$\frac{R_F}{R_3}$","$1 + \frac{R_F}{R_3}$","$-\frac{R_F}{R_3}$","$1$","optionB","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/opq6.png","For a non-inverting amplifier, the gain is determined by the feedback network. With $V_- = V_+ = V_{IN}$, the voltage divider $R_F$ and $R_3$ dictates that $V_- = V_O \cdot \frac{R_3}{R_F + R_3}$. Setting $V_- = V_{IN}$ and solving for $V_O/V_{IN}$ gives $(R_F + R_3) / R_3 = 1 + R_F/R_3$.","3","inverting"
"207-1","2","Identify the op-amp configurations for the first and second stages (op-amp 1 and op-amp 2) based on the circuit diagram provided.","Op-amp 1 is Inverting, Op-amp 2 is Non-inverting","Both are Inverting Amplifiers","Both are Non-inverting Amplifiers","Both are Voltage Followers","optionB","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa1.png","In both op-amp 1 and op-amp 2, the input signal is applied to the inverting input terminal through resistor $R_1$ (and $R_4$), and the non-inverting terminal is connected to ground through $R_3$ (and $R_6$). This is the standard topology for an inverting amplifier.","1","inverting"
"207-2","2","Using ideal op-amp assumptions (infinite input impedance, zero input offset voltage), what are the expressions for $v_3$ and $v_4$ in terms of $v_1$ and $v_2$?","$v_3 = -\frac{R_1}{R_2}v_1$ and $v_4 = -\frac{R_4}{R_5}v_2$","$v_3 = (1+\frac{R_2}{R_1})v_1$ and $v_4 = (1+\frac{R_5}{R_4})v_2$","$v_3 = -\frac{R_2}{R_1}v_1$ and $v_4 = -\frac{R_5}{R_4}v_2$","$v_3 = \frac{R_2}{R_1}v_1$ and $v_4 = \frac{R_5}{R_4}v_2$","optionC","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa1.png","For an ideal inverting amplifier, the output is given by the gain $A_v = -\frac{R_f}{R_{in}}$. Here, for op-amp 1, $A_v = -\frac{R_2}{R_1}$, and for op-amp 2, $A_v = -\frac{R_5}{R_4}$. Thus, $v_3 = -\frac{R_2}{R_1}v_1$ and $v_4 = -\frac{R_5}{R_4}v_2$.","2","inverting"
"207-3","2","Given $R_1=R_4=10 \text{ k}\Omega$ and $R_2=R_5=20 \text{ k}\Omega$, calculate the values of $v_3$ and $v_4$.","$v_3 = 2v_1$ and $v_4 = 2v_2$","$v_3 = -10v_1$ and $v_4 = -20v_2$","$v_3 = -0.5v_1$ and $v_4 = -0.5v_2$","$v_3 = -2v_1$ and $v_4 = -2v_2$","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa1.png","Using the derived expressions: $v_3 = -(\frac{20 \text{ k}\Omega}{10 \text{ k}\Omega})v_1 = -2v_1$ and $v_4 = -(\frac{20 \text{ k}\Omega}{10 \text{ k}\Omega})v_2 = -2v_2$.","2","inverting"
"207-4","2","Apply nodal analysis at the inverting input of op-amp 3 to express $v_o$ in terms of $v_3$ and $v_4$.","$v_o = -\frac{R_7}{R_9}v_3 - \frac{R_8}{R_9}v_4$","$v_o = -\frac{R_9}{R_7+R_8}(v_3 + v_4)$","$v_o = -\frac{R_9}{R_7}v_3 - \frac{R_9}{R_8}v_4$","$v_o = \frac{R_9}{R_7}v_3 + \frac{R_9}{R_8}v_4$","optionC","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa1.png","Op-amp 3 is a summing amplifier. Summing the currents at the inverting node: $\frac{v_3 - 0}{R_7} + \frac{v_4 - 0}{R_8} + \frac{v_o - 0}{R_9} = 0$. Solving for $v_o$ gives $v_o = -\frac{R_9}{R_7}v_3 - \frac{R_9}{R_8}v_4$.","2","inverting"
"207-5","2","Using $R_7=15 \text{ k}\Omega$, $R_8=30 \text{ k}\Omega$, and $R_9=60 \text{ k}\Omega$, calculate $v_o$.","$v_o = -4v_3 - 4v_4$","$v_o = -4v_3 - 2v_4$","$v_o = -2v_3 - 4v_4$","$v_o = -0.25v_3 - 0.5v_4$","optionB","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa1.png","Substitute the values into the equation: $v_o = -(\frac{60}{15})v_3 - (\frac{60}{30})v_4 = -4v_3 - 2v_4$.","2","inverting"
"208-1","2","Analyze the provided operational amplifier circuit and identify its configuration based on the arrangement of components.","Non-Inverting Amplifier","Inverting Amplifier","Differential Amplifier","Voltage Follower","optionB","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa2.png","To identify the configuration, observe the following: 1. The input signal $V_{IN}$ is connected to the inverting terminal ($-$) through resistor $R_1$. 2. The non-inverting terminal ($+$) is connected to ground. 3. There is a feedback resistor $R_2$ connected from the output back to the inverting input. Because the input is applied to the inverting terminal and the non-inverting terminal is at a fixed reference potential (ground), this is a classic Inverting Amplifier configuration.","1","inverting"
"209-1","2","Observe the provided circuit diagram. What is the standard configuration of the op-amp shown?","Non-inverting amplifier","Voltage follower (Buffer)","Differential amplifier","Inverting amplifier","optionA","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa3.png","To identify the configuration, look at where the input signal $V_{IN}$ is applied. In this circuit, $V_{IN}$ is applied to the non-inverting terminal ($+$). The feedback network consists of a voltage divider ($R_1$ and $R_2$) connected to the inverting terminal ($-$). Since the input is applied directly to the non-inverting input, this is a standard non-inverting amplifier configuration, which has a gain of $A_v = 1 + \frac{R_2}{R_1}$.","1","noninv"
"210-1","2","Identify the type of op-amp configuration shown in the provided circuit diagram.","Inverting Amplifier","Voltage Follower","Differential Amplifier","Non-Inverting Amplifier","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa4.png","The input signal $v_i$ is applied directly to the non-inverting terminal (+) of the op-amp, and the feedback network is connected to the inverting terminal (-). This is the standard configuration of a non-inverting amplifier.","1","noninv"
"210-2","2","What are the ideal op-amp assumptions regarding the input voltages and currents at the terminals?","$v_+ = v_-$ and $i_+ = i_- = V_{cc}$","$v_+ = v_- = 0$ and $i_+ = i_- = 0$","$v_+ = -v_-$ and $i_+ = i_- = \infty$","$v_+ = v_-$ and $i_+ = i_- = 0$","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa4.png","For an ideal op-amp, the open-loop gain is infinite, forcing the differential input voltage to be zero ($v_+ = v_-$). Additionally, the input impedance is infinite, meaning no current flows into the terminals ($i_+ = i_- = 0$).","1","noninv"
"210-3","2","Which of the following expressions correctly represents the output voltage $v_o$ in terms of the input voltage $v_i$ and the resistors $R_1$ and $R_2$?","$v_o = v_i(R_1/(R_1 + R_2))$","$v_o = v_i(1 + R_2/R_1)$","$v_o = v_i(1 - R_2/R_1)$","$v_o = v_i(R_2/R_1)$","optionB","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa4.png","For a non-inverting amplifier, the voltage at the inverting terminal is determined by the voltage divider $v_- = v_o \cdot [R_1 / (R_1 + R_2)]$. Since $v_- = v_+ = v_i$, we solve for $v_o$: $v_i = v_o \cdot [R_1 / (R_1 + R_2)] \Rightarrow v_o = v_i(1 + R_2/R_1)$.","2","noninv"
"210-4","2","Given $R_1 = 2.2\text{ k}\Omega$ and $R_2 = 8.2\text{ k}\Omega$, calculate the numerical value of the closed-loop gain $A_v = v_o/v_i$.","0.27","3.73","5.73","4.73","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa4.png","The gain is given by $A_v = 1 + R_2/R_1 = 1 + (8.2/2.2) = 1 + 3.7272... \approx 4.7272$. Rounding to two decimal places, we get 4.73.","2","noninv"
"210-5","2","Given $v_i = 0.5\text{ V}$, $R_1 = 2.2\text{ k}\Omega$, and $R_2 = 8.2\text{ k}\Omega$, compute the final output voltage $v_o$.","2.36 V","3.36 V","2.86 V","1.86 V","optionA","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa4.png","Using the formula $v_o = v_i(1 + R_2/R_1)$, we have $v_o = 0.5 \cdot (1 + 8.2/2.2) = 0.5 \cdot 4.7272... \approx 2.3636\text{ V}$. Rounding to two decimal places, we get $v_o \approx 2.36\text{ V}$.","2","noninv"
"211-1","2","For the first stage non-inverting amplifier with input $v_x = -30\text{ mV}$, $R_1 = 33\text{ k}\Omega$, and $R_2 = 82\text{ k}\Omega$, what is the gain $A_1$ and the output voltage $v_1$?","$A_1 \approx 4.48$, $v_1 = -0.1345\text{ V}$","$A_1 \approx 3.48$, $v_1 = -0.1045\text{ V}$","$A_1 \approx 1.48$, $v_1 = -0.0445\text{ V}$","$A_1 \approx 2.48$, $v_1 = -0.0745\text{ V}$","optionB","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa5.png","The gain of a non-inverting amplifier is $A_1 = 1 + R_2/R_1 = 1 + 82/33 \approx 1 + 2.4848 = 3.4848$. The output voltage is $v_1 = A_1 \cdot v_x = 3.4848 \cdot (-0.030\text{ V}) = -0.1045\text{ V}$.","2","noninv"
"211-2","2","The second stage is an inverting summing amplifier with inputs $v_y = 0.9\text{ V}$ and $v_1 = -0.1045\text{ V}$. Given $R_4 = 4.7\text{ k}\Omega$, $R_3 = 15\text{ k}\Omega$, and feedback resistor $R_5 = 82\text{ k}\Omega$, what is the output $v_2$?","$v_2 = -(R_5/R_4 \cdot v_y + R_5/R_3 \cdot v_1) = -13.55\text{ V}$","$v_2 = -(-R_5/R_4 \cdot v_y - R_5/R_3 \cdot v_1) = -16.29\text{ V}$","$v_2 = -(R_5/R_4 \cdot v_y + R_5/R_3 \cdot v_1) = -14.28\text{ V}$","$v_2 = -(R_5/R_4 \cdot v_y + R_5/R_3 \cdot v_1) = -15.13\text{ V}$","optionD","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa5.png","For an inverting summing amplifier, $v_2 = -(R_5/R_4 \cdot v_y + R_5/R_3 \cdot v_1)$. Substituting values: $v_2 = -(82/4.7 \cdot 0.9 + 82/15 \cdot (-0.1045)) = -(17.4468 \cdot 0.9 - 5.4666 \cdot 0.1045) = -(15.702 - 0.571) = -15.131\text{ V}$.","3","noninv"
"211-3","2","The final stage is an inverting summing amplifier with inputs $v_2 = -15.13\text{ V}$ and $v_z = -3\text{ V}$. Given $R_6 = 5.6\text{ k}\Omega$, $R_7 = 4.7\text{ k}\Omega$, and feedback resistor $R_8 = 5.6\text{ k}\Omega$, what is the final output $v_o$?","$v_o = -18.7\text{ V}$","$v_o = 18.7\text{ V}$","$v_o = 12.3\text{ V}$","$v_o = 15.1\text{ V}$","optionB","https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/opamp/oa5.png","The final output is $v_o = -(R_8/R_6 \cdot v_2 + R_8/R_7 \cdot v_z)$. Substituting values: $v_o = -(5.6/5.6 \cdot (-15.13) + 5.6/4.7 \cdot (-3)) = -(-15.13 - 1.1915 \cdot 3) = -(-15.13 - 3.5745) = 18.7045\text{ V} \approx 18.7\text{ V}$.","3","noninv"
