id,topicid,question,optionA,optionB,optionC,optionD,answer,image,explanation,difficulty,walkthrough_tag
203-2,2,"When deactivating all independent sources for finding $R_N$, how are the $3\,\Omega$ and $6\,\Omega$ resistors configured relative to each other?",They are unrelated,They are shorted,They are in series,They are in parallel,optionD,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq3.png,"To find $R_N$, the $10\text{V}$ voltage source is shorted and the $1\text{A}$ current source is opened. With the voltage source shorted, the $3\,\Omega$ resistor becomes connected in parallel with the $6\,\Omega$ resistor relative to terminals A-B.",1,custom
203-3,2,"After finding the equivalent resistance of the $3\,\Omega$ and $6\,\Omega$ parallel combination, how is it combined with the $10\,\Omega$ resistor to find the total Norton resistance $R_N$?",Parallel,"The $10\,\Omega$ is ignored",Series,Cannot be combined,optionC,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq3.png,"The parallel combination of $3\,\Omega$ and $6\,\Omega$ ($R_p = (3 \times 6)/(3+6) = 2\,\Omega$) is in series with the $10\,\Omega$ resistor as viewed from terminals A and B. Thus, $R_N = 2\,\Omega + 10\,\Omega = 12\,\Omega$.",1,custom
203-4,2,What is the final value of the Norton equivalent resistance $R_N$ as seen from terminals A and B?,"$12\,\Omega$","$8\,\Omega$","$2\,\Omega$","$15\,\Omega$",optionA,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq3.png,"By deactivating the sources (shorting the voltage source and opening the current source), we find $R_N = (3\,\Omega \parallel 6\,\Omega) + 10\,\Omega = 2\,\Omega + 10\,\Omega = 12\,\Omega$.",1,custom
203-5,2,"By short-circuiting terminals A and B, what is the calculated value of the Norton current $I_N$ (or $I_{SC}$)?","$0.25\,\text{A}$","$0.5\,\text{A}$","$0.72\,\text{A}$","$1.0\,\text{A}$",optionC,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq3.png,"Using mesh analysis or source transformation as provided in the solution, the short-circuit current flowing through the shorted A-B terminals is calculated to be $I_N = 0.72\,\text{A}$.",1,custom
203-6,2,"Using the Norton equivalent circuit ($I_N = 0.72\,\text{A}$, $R_N = 12\,\Omega$) and the current divider rule, what is the current through the $5\,\Omega$ load resistor?","$0.25\,\text{A}$","$0.5\,\text{A}$","$1.0\,\text{A}$","$0.72\,\text{A}$",optionB,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq3.png,"Applying the current divider rule: $I_L = I_N \times [R_N / (R_N + R_L)] = 0.72 \times [12 / (12 + 5)] = 0.72 \times (12/17) \approx 0.5\,\text{A}$.",1,custom
204-1,2,"To determine the Norton equivalent circuit for the provided network, what is the first step regarding the load resistor $R_L = 100\Omega$?",Keep $R_L$ in the circuit and perform mesh analysis.,Short-circuit the load resistor $R_L$.,Replace $R_L$ with a voltage source.,Remove the load resistor $R_L$ from the circuit to expose the terminals $a$ and $b$.,optionD,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq4.png,"By definition, the Norton equivalent circuit is found with respect to a pair of open terminals. Removing the load $R_L$ defines the port $(a, b)$ across which we calculate the Norton parameters $R_N$ and $I_N$.",1,custom
204-2,2,Deactivate the $10\text{V}$ independent voltage source. What is the equivalent resistance $R_N$ seen at the terminals?,$500\Omega \parallel (200\Omega + 50\Omega) = 166.67\Omega$,$50\Omega + 500\Omega + 200\Omega = 750\Omega$,$50\Omega \parallel 500\Omega = 45.45\Omega$,$200\Omega + (50\Omega \parallel 500\Omega) = 245.45\Omega$,optionD,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq4.png,"When the $10\text{V}$ source is deactivated (shorted), the $50\Omega$ and $500\Omega$ resistors appear in parallel. This combination is then in series with the $200\Omega$ resistor. $R_N = 200 + \frac{50 \times 500}{50 + 500} = 200 + 45.45 = 245.45\Omega$.",1,custom
204-3,2,Calculate the Norton short-circuit current $I_N$ by shorting the load terminals. What is the resulting value?,$18.18\text{mA}$,$100\text{mA}$,$37.05\text{mA}$,$50\text{mA}$,optionC,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq4.png,"With the terminals shorted, the $200\Omega$ resistor is effectively in parallel with the $500\Omega$ resistor. The total resistance seen by the $10\text{V}$ source is $50 + (500 \parallel 200) = 50 + 142.85 = 192.85\Omega$. The source current is $10/192.85 = 51.85\text{mA}$. Using current division, the current through the short circuit (which takes the $200\Omega$ path) is $I_N = 51.85 \times \frac{500}{500+200} = 37.05\text{mA}$.",1,custom
204-4,2,"Based on the calculated $I_N = 37.05\text{mA}$ and $R_N = 245.45\Omega$, what is the structure of the final Norton equivalent circuit connected to $R_L$?",A voltage source of $9.09\text{V}$ in series with $245.45\Omega$.,A voltage source of $37.05\text{V}$ in series with $245.45\Omega$.,A current source of $37.05\text{mA}$ in series with $245.45\Omega$.,A current source of $37.05\text{mA}$ in parallel with $245.45\Omega$ and $R_L$.,optionD,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq4.png,"The Norton equivalent circuit consists of a current source $I_N$ in parallel with the Norton resistance $R_N$. When reconnecting the load $R_L$, it is placed in parallel with both the source and the resistor.",1,custom
205-1,2,"Looking at the provided circuit diagram, identify the load resistor $R_L$ and the terminals across which the Norton equivalent circuit will be derived.","$R_L = 200\Omega$, located at the far left branch.","$R_L = 400\Omega$, located at the center branch.","$R_L = 50\Omega$, located at the far right terminals.","$R_L = 100\Omega$, located in series with the 5V source.",optionC,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq5.png,"The Norton equivalent is found by removing the load resistor. The schematic shows $R_L = 50\Omega$ at the far right, connected to the terminals formed by the output of the 100-ohm resistor branch.",2,custom
205-2,2,"To find the Norton equivalent resistance ($R_N$), how must we treat the 10mA current source and the 5V voltage source?",Short both the 10mA source and the 5V source.,Open the 10mA source; short the 5V source.,Short the 10mA source; open the 5V source.,Open both the 10mA source and the 5V source.,optionB,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq5.png,"According to the principle of superposition/source deactivation, ideal current sources are replaced by an open circuit (infinite resistance) and ideal voltage sources are replaced by a short circuit (zero resistance).",2,custom
205-3,2,"After deactivating the sources as described in Step 2, which resistors remain in the circuit to contribute to the calculation of $R_N$?",Only the 100 ohm resistor is effective.,"All resistors (200, 400, 100) are effective.",The 200 and 400 ohm resistors remain.,The 400 and 100 ohm resistors remain.,optionA,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq5.png,"Opening the 10mA current source isolates the 200-ohm resistor. Shorting the 5V source bypasses the 400-ohm resistor, leaving only the 100-ohm resistor connected across the load terminals.",2,custom
205-4,2,"Based on the effective circuit analysis, what is the value of the Norton equivalent resistance $R_N$ as seen from the open load terminals?",$50\Omega$,$200\Omega$,$400\Omega$,$100\Omega$,optionD,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq5.png,"With the 200-ohm branch opened and the 400-ohm resistor shorted out, the equivalent resistance looking into the terminals is simply the value of the remaining series resistor, $R_N = 100\Omega$.",2,custom
205-5,2,"To calculate the Norton current ($I_N$), what is the correct action to take regarding the load terminals where $R_L$ was previously connected?",Leave the terminals open.,Replace $R_L$ with a 100V voltage source.,Replace $R_L$ with a 10mA current source.,Short the load terminals with a wire.,optionD,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq5.png,"By definition, the Norton current ($I_N$) is the current that flows through a short circuit placed across the terminals where the load resistor was originally attached.",2,custom
205-6,2,"Using the shorted terminals, calculate $I_N$ based on the remaining voltage source and the effective resistance.",$10\text{mA}$,$100\text{mA}$,$50\text{mA}$,$25\text{mA}$,optionC,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq5.png,"When the terminals are shorted, the 5V source is directly across the 100-ohm resistor. Therefore, $I_N = V / R = 5V / 100\Omega = 0.05A = 50\text{mA}$.",2,custom
205-7,2,"Using the Norton equivalent circuit ($I_N = 50\text{mA}$, $R_N = 100\Omega$) and the load resistor $R_L = 50\Omega$, what is the final current through the load?",$25\text{mA}$,$33.33\text{mA}$,$16.67\text{mA}$,$50\text{mA}$,optionB,https://raw.githubusercontent.com/jlohix/Duolingo-for-CA/main/question-bank/norton/ntq5.png,Using the current divider rule: $I_L = I_N * [R_N / (R_N + R_L)] = 50\text{mA} * [100 / (100 + 50)] = 50 * (100/150) = 50 * (2/3) \approx 33.33\text{mA}$.,2,custom
